	2020-03-01 22:25:37
   	2020-03-01 22:25:51
   	2020-03-01 22:26:03
	2020-03-01 22:29:00
&amp;;&amp;;&amp;;	2020-03-01 22:30:35
&amp;&amp;&amp;&amp;	2020-03-01 22:31:04
+++	2020-03-01 22:32:15
+&amp;+&amp;+&amp;+&amp;	2020-03-01 22:34:01
	2020-03-01 22:37:07
     	2020-03-01 22:37:48
1 2	2020-03-01 22:37:57
1 2	2020-03-01 22:38:07
e3 3 23jk 1kj 21	2020-03-01 22:38:13
長い文章

aa
b	2020-03-01 22:46:48
b
ba
a
b	2020-03-01 22:47:12
Bさん	2020-03-02 00:14:16
aaa	2020-03-02 00:51:34
a
B
c	2020-03-02 00:51:51
Bさーーーん
Bさんは今日も元気
つまり、BでありBであるのである	2020-03-02 01:33:55
なんだか文字が小さいのは気のせいである。
そうだ。気のせいなんだ！	2020-03-02 01:35:31
a
B ←Beeee
c	2020-03-02 01:36:15
こんなに大きくなったんだよ。
ボタンが。
こんなに文字が小さいのに、なんでボタンだけ大きくなったんだろうね。
ふしぎだね！	2020-03-02 01:52:54
なんかボタンでかくね？	2020-03-02 01:54:56
文字が見にくい?	2020-03-02 02:00:44
send
message!	2020-03-02 02:11:47
